ID,Año,Fecha,Publicacion,Fecha o numero fuente,Tipo documental,Ruta,Estado del indice real,Calidad de lectura,Entradas curadas,Pasajes automaticos,Pasajes OCR,Paginas detectadas,Temas,Uso en la web,Resumen para indice,Observaciones
0e3804b95242,1978,1978,Programa de fiestas,1978A,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1978A.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,6,6,"1, 2, 3, 4, 5, 6","alarde, cantineras, companias, conflicto contemporaneo, musica, recorrido, ritual",Referencia localizada por OCR visual; revisar contra imagen original,"l y San Marcial …º Irún - 1978 | Nuestro soldado de la portada, cuando se enteró que este año no | se iba a publicar el tradicional programa de fiestas, | izadas las banderas que presidirán nuestras 20,00 horas - En la Plaza de San Juan actuación del grupo fiestas tradiciona | 18,00 horas - Cross Internacional organizado por el 12,00 horas - En la Sala Capitular ce la Casa Consistorial, GA Teles | 12,30 horas - En el bolatoki de la Sociedad de los “Buenos Amigos"", sito en la Avenida de Navarra, se celebrarán las tir",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
c1fbd698179f,1978,1978,Programa de fiestas,1978B,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1978B.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,4,4,"1, 2, 3, 4","companias, mandos, musica, recorrido, ritual",Referencia localizada por OCR visual; revisar contra imagen original,"S GO ” Z ' 4 12,00 horas - En la Plaza de Urdanibia tendrán lugar las Z S VC ANE n eliminatorias del V Gran Premio San M | — 6,00 horas - En la Plaza de San Juan, la Banda de Música 1 del Alarde interpretará la diana de 211 Villarrobledo. | %; ¿ ¡¡ E, GE Yá;%?%«- "" 17,00 horas - Previa llamada de Ordenanza se "" % p T e- "" organizará el regreso del Alarde desd | Pasaje localizado por OCR visual",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
9d296d3c75dc,1978,1978,Programa de fiestas,1978C,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1978C.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,8,8,"4, 5, 6, 7, 8, 9, 11, 13","alarde, companias, mandos, musica, recorrido, ritual",Referencia localizada por OCR visual; revisar contra imagen original,"Pasaje localizado por OCR visual | — Vieja preocupación EL £ALARDE = — ; Todo eez de caráctar at z digno de ee E y yT - rr de “URANZU” en su segunda época, | e GNE ) — Y “ G DIA 23 DE JUNIO (VIERNES) a o 19,00 horas: En el balcón de la Casa Consistorial E S, PEO serán izadas la | — ————] / — —£ = -- — — A DIA 25 DE JUNIO (DOMINGO) 8,30 horas: Diana por la Banda Municipal de txistu- ata 9,00 horas: | José Antonio Ca- a BEO AN Ge N e O 16,00 horas: Revista de las fuerzas del Alarde por el i e General y su Estado Mayor.",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
2941049916f3,1978,1978,Programa de fiestas,1978D,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1978D.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,8,8,"2, 3, 6, 7, 8, 12, 13, 14","alarde, cantineras, companias, mandos, musica, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,"Por lo demás San Marcial ha sido el Alarde como pieza base: cuando se lle- biz gaba a este día el público irunés estaba | =É — oe E 5 — — =—r a= 2— Sanjuaneros E A Sanmarcialeras e . | dz r O - a EZA Pl- u Giz s blos para San Marcial, más EE e ! | — e Andregaiaren lagunak, onen onduan bil- Arozesnea, mamia, gazta, galletak Luis Uranzuren_Bidasoako komdaira tik )r Tl | Mi- — Es la maravila de las uat EIKE o P KEUZT - Ehelena, quienes en tomo a 1900, publ- - anteror a la nuesra,completaba",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
2e173fad7665,1978,1978-04-16,Uranzu,1978-04-16,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1978/1978-04-16 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,7,0,,"Alarde, companias, mandos",Referencia localizada por barrido textual,"José 1-uis Ocio, en el sentido de ofrecer a Fuen- para las obras de mejora del vertedero m un ici­ r | RESUMEN DE LOS PLENOS PATXO RODRIGUEZ | dio, aprobándose su resolución con fecha del 5 gan de Asociación de Padres de A lum nos, con el elec | había quedado sobre la mesa en la sesión plena­ deberá ratificar la corporación Alarde, ya que m uy probable­ | las sociedades populares tras de si, para que propongan y orga­ fantiles, amén del Alarde n atu ralm",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
60e4f342e8c9,1978,1978-05-16,Uranzu,1978-05-16,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1978/1978-05-16 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,4,0,,"Alarde, companias, mandos, ritual",Referencia localizada por barrido textual,"Por una mayoría de 8 votos a 6 fue denegada cionam iento del vertedero m unicipal. La Gestora - A ut | Sesión del 19 de abril General del Alarde | montes de Ibaieta y San Marcial. En el lugar que actualmente ocupa la | tiene ninguna gracia, pero como objetivo bélico todavía es el Alarde se podrá poner "" tib io "" de quem ar polvora.",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
f5ddedc7c2b3,1978,1978-06-01,Uranzu,1978-06-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1978/1978-06-01 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,5,0,,"companias, mandos, musica, ritual",Referencia localizada por barrido textual,"General del Alarde de 1 978. | lado a Irún obedeció a mi privadas (construcciones y contratas, compañía del agua); también se | m enos que e l R ataplan y e l Jolo. tantas que nos van oprím iendoy a h o ­ | taba en la gestora Félix Trojaola, quien con este motivo dirigió un comunicado a sus compañeros y al | tulo de capitán, con atribuciones limitadas, fue denomi­ Juzgado -totalmente independiente del Ayunt",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
02c8316cf24e,1978,1978-06-30,Uranzu,1978-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1978/1978-06-30 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,8,0,,"Alarde, cantineras, companias, mandos, musica, ritual",Referencia localizada por barrido textual,"C.A. Telesport, denominado II Subida a San Marcial, ini­ | DIA 27 DE JUNIO fMARTF.S^ | DIA 29 DE JUNIO (JUEVES) | Y SAN MARCIAL, QUE TENDRAN | horas: Diana por la Banda Municipal de txistu-",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
35288c06b3c0,1979,1979,Programa de fiestas,1979A,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1979A.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,6,6,"1, 2, 3, 4, 5, 6","alarde, companias, musica, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,"AYUNTAMIENTO E g a - Y DE LA CIUDAD DE IRUN S Lwa¿%;:!(»%' e A PARA CONMEMORAR SUS FIESTAS TRADICIONALES E ""e e E DE SAN | _ Alkatea, T i * José Arambura Andrés Xabier Chapartegui GE EEE Ge IRUNESES y lo sois para mi todos los que durante esto | - , biZ uEO rrr Día 23 de Junio (Sábado) \ 11,00 horas — En el Monte San Marcial, concurso de perros de muestra cazando, | E A 9,00 horas — En el Frontón Municipal Uranzu, eliminatorias del XI| Tomeo Internacional Setan “Uranzu”, erriko pelota | 18-etan “Uranzu”, erriko pelota-tokian, “Unión Deportiva Uranzu” dalako elkarteak an- 0-etan “Uranzu”, erriko pelota-tok",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
808a1908a348,1979,1979,Programa de fiestas,1979B,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1979B.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,4,4,"2, 4, 5, 6","cantineras, companias, musica, recorrido, ritual",Referencia localizada por OCR visual; revisar contra imagen original,"3 “ 20,00 horas — En la Plaza de San Juén, concierto de bailables por la Orquesta Trinidad i S » 24,00 horas — En el bal | _ O bi N 9,00 horas — Diana tradicional por la Banda de Música “ Ciudad de Irún” | S - S “ Al 9,00 horas — Diana en los | d 00 Las fuerzas del alarde se concentrarán en la Plaza de Urdanibia. | T-etan Bidasoa ibajan, Azken-porturen aurrean, “Izurde” elkarteak antolatuta, maietza 11,00 horas — En el río Bidasoa, r",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
2ed0394742fa,1979,1979-06-28,Deia,1979-06-28,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-28 - Deia.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
cc760895c8b4,1979,1979-06-28,El Diario Vasco - Cronica de Irun,1979-06-28,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-28 - El Diario Vasco - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
34af9312ac1b,1979,1979-06-29,El Diario Vasco - Cronica de Irun,1979-06-29,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-29 - El Diario Vasco - Cronica de Irun.pdf,Catalogado; pendiente de indice humano,Baja: OCR visual con texto insuficiente,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
63a138107322,1979,1979-06-30,Deia - Cronica de Irun,1979-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-30 - Deia - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
59ab206bd7f3,1979,1979-06-30,El Diario Vasco - Cronica de Irun,1979-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-30 - El Diario Vasco - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
5f5b76dac0ad,1979,1979-07-01,Deia - Cronica de Irun,1979-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1979/1979-07-01 - Deia - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
6eebce61b60e,1979,1979-07-01,Egin - Cronica de Irun,1979-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1979/1979-07-01 - Egin - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
a6c46fb4f420,1979,1979-07-01,El Diario Vasco - Cronica de Irun,1979-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1979/1979-07-01 - El Diario Vasco - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
6b711a42baa6,1979,1979-09-29,El Diario Vasco - Cronica de Irun,1979-09-29,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1979/1979-09-29 - El Diario Vasco - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
f1e41a2af49d,1980,1980,Programa de fiestas,1980A,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1980A.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,4,4,"1, 2, 3, 5","alarde, companias, conflicto contemporaneo, musica, recorrido, ritual, tamborrada",Referencia localizada por OCR visual; revisar contra imagen original,"K - TRADICIONALES DE SAN PEDRO Y Qg' l R G JK¡ SAN MARCIAL DURANTE LOS DIAS “ 22 DE JUNIO AL 1 DE JULIO DE 1980 d S iZ ) | EEE "" iE SALUDO ( S AGURRA = b bZ Y S ym 1980ko Sanmartziala - Irungo herria, bizi ditugun egoera zailen gain San Marcia | e A 18,00 horas En la campa del monte San Marcial, e Gran Premio San _Qe b H Marcial de Segalarjs», organizado por la So | 17,00 horas Tamborrada infantil que recorrerá las calles de Irún, orga- nizado por Kemen y Oargui Elatzeta.",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
431c7dd6058e,1980,1980,Programa de fiestas,1980B,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1980B.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,4,4,"3, 4, 5, 6","alarde, companias, mandos, musica, recorrido, ritual",Referencia localizada por OCR visual; revisar contra imagen original,"de Fotogtrafía, IRUN;POPULAR, 1900-1980, organizado por JI-etan — Marzial Donearen Ikastetxean, «Club San Marcial»-ek an | Cy p ENN 10,00 horas Entrega de banderines y munición a los capitanes de las 3 AO compañías que intervendrán en el Alard | 6-etan San Juan enparantzan alardeko «Irun-go lria» kultur erestal- u N deak, Villarrobledo-ren goiz-erestia joko d & ? | J0-etan — efrun-g0 Euskal Kirolak» elkarteak antolatuta alderrietako GO horas En la Plaza de San Juan, la Agrupación Cul",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
1f86992cd55d,1980,1980-06-01,Bidasoan - PH IRUN 0002,1980-06-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1980/1980-06-01 - Bidasoan - PH IRUN 0002.pdf,Indice real iniciado con entrada curada,Alta: texto extraido del PDF,1,7,0,,"Alarde, cantineras, companias, disciplina, mandos, musica, ordenanza, ritual, unidades, uniformes","Integrado en Historia, Composicion y Musica | Referencia localizada por barrido textual",Reproduccion de la Ordenanza del Alarde,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
1d3d28aabdcc,1980,1980-06-28,Deia,1980-06-28,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1980/1980-06-28 - Deia.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
49791e704701,1980,1980-06-29,Deia - Cronica de Irun,1980-06-29,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1980/1980-06-29 - Deia - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
55e1e448285a,1980,1980-06-29,Egin - Cronica de Irun,1980-06-29,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1980/1980-06-29 - Egin - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
87ae8d0933d4,1980,1980-07-01,Deia - Cronica de Irun,1980-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1980/1980-07-01 - Deia - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
840c09662c26,1980,1980-09-01,Bidasoan - PH IRUN 0002,1980-09-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1980/1980-09-01 - Bidasoan - PH IRUN 0002.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,6,0,,"cantineras, companias, mandos, musica, ritual",Referencia localizada por barrido textual,"Ama Shantalen Jaiak ...............................................38-39 | Fiestas por todo lo alto y el Alarde centralizando el punto de Urteak zehar datorren oiturari ¡arraituaz. Alardea izanen | Mamar t'erdietan: Butrón Päsealekuan dan­ fare KLINK. Durante la función religiosa, una compañía | Mamar t'erdietan; Meza Nagusia Parrokian de fiestas barrio de Mendelu y acompañados por una | Vuestro ALCALDE, Zuen ALKATEAK,",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
3dd5db48311e,1980,1980-12-01,Bidasoan - PH IRUN 0002,1980-12-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1980/1980-12-01 - Bidasoan - PH IRUN 0002.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,7,0,,"Alarde, companias, ritual",Referencia localizada por barrido textual,"Meakar (Olaberria) | Ordenanza municipal sobre | Quién no recuerda su paso ante doña Antonio, la Casa Urkia (Hoy, San Marcial): Café puro y copa 0 ,9 5 | Retrocediendo en la historia irundarra, remontándo­ San Marcial», «Los mendigos», con el incomparable | nuestro pueblo, sino que ni siquiera es carga y descarga de géneros de comer­ ocasiones. El término",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
9eb959995b6e,1981,1981,Programa de fiestas,1981A,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1981A.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,8,8,"1, 2, 3, 4, 5, 6, 7, 8","alarde, caballeria, companias, musica, recorrido, ritual, tamborrada",Referencia localizada por OCR visual; revisar contra imagen original,"\ AYUNTAMIENTO DE LA CIUDAD DE IRUN PARA CONMEMORAR SUS FIESTAS | TRADICIONALES DE SAN PEDRO Y | SAN MARCIAL DURANTE LOS | Sanmarciales de Irún en Junio de 1981. | Agurra Saludo Z Hace 459 años que el pueblo de lrún, tras la victoria de la Peña de Orain direla 459 urte, trun-go herri | En el Frontón Municipal Uranzu, eliminatorias del “XIV Tor- — _, s O neo Internacional San Marcial de Judo”, organizado | Eliza-nagusian “Irun-go Hiria” eres-taldea D G _- eta “Ametsa” abesbatzakin entzun-aldia =O E Z GEE DIA 21 DE JUNIO (DOM",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
2532ae08a48b,1981,1981,Programa de fiestas,1981B,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1981B.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,3,3,"3, 5, 8","companias, mandos, musica, recorrido, ritual",Referencia localizada por OCR visual; revisar contra imagen original,Entrega de banderines y munición a los capitanes de las compañías que intervendrán en el Alarde de San Marcial. | Iaas :)uerzas del Alarde se concentrarán en la Plaza de Ur- rantza aldera abiatuko dira. | Pasaje localizado por OCR visual,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
6a80a2b596e9,1981,1981-06-28,Deia,1981-06-28,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1981/1981-06-28 - Deia.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
8d38dd78c81c,1981,1981-06-28,El Diario Vasco - Cronica de Irun,1981-06-28,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1981/1981-06-28 - El Diario Vasco - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
8d0e2de8f91e,1981,1981-06-30,Deia - Cronica de Irun,1981-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1981/1981-06-30 - Deia - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
d72130dc1dd4,1981,1981-06-30,El Diario Vasco - Cronica de Irun,1981-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1981/1981-06-30 - El Diario Vasco - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
8c9604fad2c9,1981,1981-07-01,Deia - Cronica de Irun,1981-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1981/1981-07-01 - Deia - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
9cba6186e7d3,1981,1981-07-01,Egin - Cronica de Irun,1981-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1981/1981-07-01 - Egin - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
1d1ed44a53a4,1981,1981-07-01,El Diario Vasco - Cronica de Irun,1981-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1981/1981-07-01 - El Diario Vasco - Cronica de Irun.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
223b35422363,1982,1982,Programa de fiestas,1982A,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1982A.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,5,5,"1, 2, 3, 4, 5","alarde, companias, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,"AYUNTAMIENTO DE LA CIUDAD DE IRUN A u De PARA CONMEMORAR SUS FIESTAS TRADICIONALES e Ds “ DE SAN PEDRO Y SAN MARCIAL ] ) | T San Martzial Jaiak N Irun, 1982ko Ekaina I., Fiestas de San Marcial de Irún Junio de 1982 e )'í( | | SALUDO a todos los iruneses y a cuantos lorasteros nos visitan con motivo de nuestras fiestas de San Marcial, para des | — «Uranzu» herriko pelota-okian eta Irun-go «Judo Club Maki 9,00 horas. | Navarra, tendrá lugar la tirada | bolatokian, «Vil-garren Marzial Done Bolaketa Saria» delako ñ clasificatoria del «VII",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
61918fd81ab9,1982,1982,Programa de fiestas,1982B,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1982B.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,4,4,"1, 2, 4, 6","companias, mandos, recorrido, ritual",Referencia localizada por OCR visual; revisar contra imagen original,"— Enel bola-toki de la Sociedad «Los Buenos Amigos», tendrá 9.00-etatik Z lugar las finales del «VII Gran Premio San Mar | En la campa del Monte San Marcial, se celebrará el «IV Gran laietan, «Segalarien IV-garren Marzial Done Saria» Premio Sa | d bK —_'I', GK E 7 BEO - K y N 7 l S Y » É A AK G S Z O O ; ee })' l dA É Compañía del Bidasoa. | En el Frontón Uranzu, exhibición de yoga, a cargo del Centro de Yoga y Cultura Integral «Acuario» de Irún.",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
5ecfe8cde751,1982,1982,Programa de fiestas,1982C,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1982C.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,2,2,"2, 5","companias, mandos, musica, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,"En la Plaza San Juan, la Agrupación Cultural Banda de Música «Ciudad de Irún» interpretará la Diana de Villarrobledo. | Pasaje localizado por OCR visual",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
d31961a75298,1983,1983,Programa de fiestas,1983A,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1983A.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,6,6,"1, 2, 3, 4, 5, 6","alarde, caballeria, companias, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,"AYUNTAMIENTO DE LA CIUDAD DE IRUN - A - PARA CONMEMORAR SUS FIESTAS TRADICIONALES DE SAN PEDRO Y SAN MARCIAL DURANTE LOS | N Irun, 1983ko Ekaina J Fiestas de San Pedro y San Marcial. | Jrundar guzientzat ikur bat bezala diren Sanmarzialak es dira jai huts San Marcial, referencia clave para los irundarras | “Uranzu” herriko pelota-tokian eta Irungo “Judo Club Maki- 9,00 horas. | | | = aa r rZA 'M* Juncal Garayalde Larrouquére Mari Sol Biurrarena Garmendia E d Z -__ = g » CABALLERIA BIDASOA ; S Sz",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
eac01b1833c8,1983,1983,Programa de fiestas,1983B,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1983B.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,2,2,"2, 6","caballeria, cantineras, companias, musica, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,"San Marcial de Halterofilia”, organizado por el C.D. | San Juan enparantzan “Pirotecnia Caballer” delakoak antolatu y hará la presentación oficial de las Cantineras del Alarde",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
